,Feeder 1 - PIC,Feeder 2 - Res1,Feeder 3 - Res2,Total Generation
2025-01-05 05:00:00,162.3762742976634,812.901100957868,719.3280118412428,1694.6053870967742
2025-01-05 06:00:00,260.6675995433352,845.1289574815007,787.5164768355693,1893.313033860405
2025-01-05 07:00:00,1023.3465640854909,758.0159850883808,850.0402491198794,2631.402798293751
2025-01-05 08:00:00,1107.4480350488443,791.7407554559121,848.359247093226,2747.5480375979823
2025-01-05 09:00:00,1115.7555584110833,786.6372370016837,838.5118773559213,2740.904672768688
2025-01-05 10:00:00,1071.2541167973777,773.6742640734849,841.6449149602975,2686.57329583116
2025-01-05 11:00:00,439.983010629167,772.0975419138754,852.1045072837939,2064.185059826836
2025-01-05 12:00:00,732.0112265647768,765.4646758238353,860.1398463074969,2357.615748696109
2025-01-05 13:00:00,1498.1041058993483,780.8804059380886,840.2980217702376,3119.2825336076744
2025-01-05 14:00:00,1449.7641823736953,775.6880147074223,862.1718155914389,3087.624012672556
2025-01-05 15:00:00,1529.572654331516,789.1206430442364,851.8264737856905,3170.519771161443
2025-01-05 16:00:00,444.5161836700301,768.1378438512088,837.3018040819711,2049.95583160321
2025-01-05 17:00:00,156.2294664471584,862.7013588922928,977.149817915489,1996.0806432549402
2025-01-05 18:00:00,152.39408091844297,1054.6161642261866,1190.4521433197378,2397.4623884643675
2025-01-05 19:00:00,161.22554326734559,1189.8358049634617,1308.4503507257807,2659.5116989565877
2025-01-05 20:00:00,142.84994980850865,1218.7515563379188,1326.0558900364522,2687.65739618288
2025-01-05 21:00:00,128.43104251507475,1170.2629949267407,1202.7009254015218,2501.3949628433375
2025-01-05 22:00:00,131.4543790307398,1078.6491282562242,1062.3986992518583,2272.502206538822
2025-01-05 23:00:00,177.63937840395164,958.6455789049462,924.1018497182083,2060.3868070271064
2025-01-06 00:00:00,145,897,878,1920
2025-01-06 01:00:00,126,851,818,1795
2025-01-06 02:00:00,149,807,779,1735
2025-01-06 03:00:00,133,803,749,1685
2025-01-06 04:00:00,127,790,740,1657
2025-01-06 05:00:00,128,785,742,1655
2025-01-06 06:00:00,138,797,821,1756
2025-01-06 07:00:00,115,785,815,1715
2025-01-06 08:00:00,108,761,854,1723
2025-01-06 09:00:00,192,776,889,1857
2025-01-06 10:00:00,170,812,935,1917
2025-01-06 11:00:00,165,835,943,1943
2025-01-06 12:00:00,140,890,988,2018
2025-01-06 13:00:00,135,885,1016,2036
2025-01-06 14:00:00,142,885,1015,2042
2025-01-06 15:00:00,153,901,1018,2072
2025-01-06 16:00:00,180,883,1040,2103
2025-01-06 17:00:00,148,922,1039,2109
2025-01-06 18:00:00,164,1103,1256,2523
2025-01-06 19:00:00,185,1219,1353,2757
2025-01-06 20:00:00,142,1183,1287,2612
2025-01-06 21:00:00,158,1183,1287,2628
2025-01-06 22:00:00,144,1084,1139,2367
2025-01-06 23:00:00,139,974,991,2104
2025-01-07 00:00:00,145.71055374280144,913.3055100001677,878.6434248183766,1937.6594885613458
2025-01-07 01:00:00,124.49078963156316,846.2680371226324,827.6011311417985,1798.3599578959943
2025-01-07 02:00:00,148.36114572629543,814.7287297042797,793.5123934884302,1756.6022689190054
2025-01-07 03:00:00,132.75775507264396,809.5462220718701,734.1425626326093,1676.4465397771232
2025-01-07 04:00:00,127.31999358226858,790.5081232580568,748.5594980828013,1666.3876149231266
2025-01-07 05:00:00,128.12053197733226,783.6937178336171,746.5208744158151,1658.3351242267645
2025-01-07 06:00:00,138.74880668082272,789.5025430933072,818.3465178813966,1746.5978676555264
2025-01-07 07:00:00,115.20523996352824,848.928109965538,913.2829121385665,1877.416262067633
2025-01-07 08:00:00,108.11195796639066,872.0227240628865,907.9345198618327,1888.06920189111
2025-01-07 09:00:00,191.86073804416793,857.4424509081115,888.4776627825091,1937.7808517347885
2025-01-07 10:00:00,170.13931861477667,832.3307802581251,929.7643678415603,1932.234466714462
2025-01-07 11:00:00,165.68434779962772,978.9512892924391,1003.5061716701268,2148.1418087621937
2025-01-07 12:00:00,140.52870997056652,919.9086627101436,1029.7079188496161,2090.145291530326
2025-01-07 13:00:00,135.5936528411264,955.2459785467936,993.8563653112905,2084.6959966992104
2025-01-07 14:00:00,141.82963102783148,927.720326946783,959.110334549771,2028.6602925243856
2025-01-07 15:00:00,152.46828166626338,930.4328063252167,1006.1199522136496,2089.02104020513
2025-01-07 16:00:00,179.57573992533267,976.9932669448926,994.1229442547747,2150.691951125
2025-01-07 17:00:00,148.25861254241386,938.4289778600933,968.4793048586465,2055.1668952611535
2025-01-07 18:00:00,165.32139498107455,912.1231080162493,957.7008017805798,2035.1453047779037
2025-01-07 19:00:00,185.2213888214489,1209.1495316464516,1365.510871470207,2759.881791938107
2025-01-07 20:00:00,142.34435186598458,1196.4262548653865,1311.511390192703,2650.281996924074
2025-01-07 21:00:00,156.68970228180712,1170.0568107972476,1313.9756096385977,2640.7221227176524
2025-01-07 22:00:00,145.9295354217451,1103.7523658903035,1148.1272334803339,2397.809134792383
2025-01-07 23:00:00,138.23305211877343,988.7310141435634,991.0609768031757,2118.0250430655124
2025-01-08 00:00:00,150,925,882,1957
2025-01-08 01:00:00,164,864,806,1834
2025-01-08 02:00:00,138,839,758,1735
2025-01-08 03:00:00,142,818,728,1688
2025-01-08 04:00:00,137,797,722,1656
2025-01-08 05:00:00,161,815,725,1701
2025-01-08 06:00:00,252,839,786,1877
2025-01-08 07:00:00,1055,737,765,2557
2025-01-08 08:00:00,1145,715,778,2638
2025-01-08 09:00:00,1225,729,840,2794
2025-01-08 10:00:00,1244,771,880,2895
2025-01-08 11:00:00,408,811,900,2119
2025-01-08 12:00:00,650,814,908,2372
2025-01-08 13:00:00,1320,826,920,3066
2025-01-08 14:00:00,1343,851,933,3127
2025-01-08 15:00:00,1249,892,967,3108
2025-01-08 16:00:00,295,872,962,2129
2025-01-08 17:00:00,236,858,974,2068
2025-01-08 18:00:00,225,1055,1180,2460
2025-01-08 19:00:00,210,1200,1305,2715
2025-01-08 20:00:00,225,1196,1296,2717
2025-01-08 21:00:00,218,1167,1199,2584
2025-01-08 22:00:00,211,1072,1053,2336
2025-01-08 23:00:00,170,969,924,2063
2025-01-09 00:00:00,150.2841297634341,932.0251098129792,874.1373986340633,1956.4466382104765
2025-01-09 01:00:00,164.0734304840838,863.70687072279,801.3502396676112,1829.1305408744847
2025-01-09 02:00:00,139.09666567858474,837.6038981880921,757.4318875795595,1734.1324514462362
2025-01-09 03:00:00,141.29974014715387,820.2051024235664,724.2014674572059,1685.706310027926
2025-01-09 04:00:00,135.27162205757037,799.9911852419173,698.8642222939401,1634.1270295934278
2025-01-09 05:00:00,160.64699097495517,814.3160907599231,735.6046546968466,1710.5677364317248
2025-01-09 06:00:00,254.48563002045364,840.897200070203,782.3301453947342,1877.7129754853909
2025-01-09 07:00:00,1087.2359772977857,773.8411926940906,848.2098029913362,2709.2869729832128
2025-01-09 08:00:00,1101.2903795753255,779.1160241206285,859.2474763451193,2739.653880041073
2025-01-09 09:00:00,1210.0483218820893,777.8781043429473,852.3524476499557,2840.2788738749923
2025-01-09 10:00:00,1144.218380174627,780.0427147711346,845.1139174445129,2769.3750123902746
2025-01-09 11:00:00,414.85058435271924,783.0426735769174,849.0701845840991,2046.9634425137356
2025-01-09 12:00:00,740.4928302588668,764.6939178710751,855.3540138222826,2360.5407619522243
2025-01-09 13:00:00,1391.1695682673499,761.4230243996118,855.5084470110855,3008.101039678047
2025-01-09 14:00:00,1530.9474462197213,772.3349813497003,848.0847794650075,3151.367207034429
2025-01-09 15:00:00,1523.86171515556,773.2870720241496,857.946976277251,3155.0957634569604
2025-01-09 16:00:00,442.73095427400983,779.6238555072381,857.8509649905919,2080.20577477184
2025-01-09 17:00:00,125.75735817988,847.5336395199924,969.2495641789345,1942.540561878807
2025-01-09 18:00:00,125.40679689916207,1057.031643453457,1168.130794594949,2350.5692349475685
2025-01-09 19:00:00,160.31331789153944,1205.225404662135,1309.2748585207135,2674.813581074388
2025-01-09 20:00:00,134.6423788415616,1176.4460681319738,1303.5044679143439,2614.5929148878795
2025-01-09 21:00:00,170.92704438432008,1172.0757179945044,1193.4854926807293,2536.488255059554
2025-01-09 22:00:00,134.4095247930546,1086.9846238160642,1048.410858426959,2269.8050070360778
2025-01-09 23:00:00,140.92034496432078,970.2080210505096,928.9551214181477,2040.083487432978
2025-01-10 00:00:00,150.23552247517617,919.1172847928588,891.0655522403894,1960.4183595084241
2025-01-10 01:00:00,166.2284141879326,873.5861251738837,799.5287095947896,1839.3432489566057
2025-01-10 02:00:00,138.71117643828106,830.6718134579006,754.753460169788,1724.1364500659697
2025-01-10 03:00:00,145.3854569647081,812.4184467465345,722.5005727298602,1680.304476441103
2025-01-10 04:00:00,137.72499066689946,793.7381244711335,723.5919876103954,1655.0551027484285
2025-01-10 05:00:00,159.55720842328395,812.9830765244989,715.0449221612506,1687.5852071090335
2025-01-10 06:00:00,249.50759252092178,851.8186708917524,791.0835205310814,1892.4097839437554
2025-01-10 07:00:00,1095.2262084076322,768.5056162909289,843.2649818598034,2706.9968065583644
2025-01-10 08:00:00,1015.977704049676,762.3098447390042,872.418665025433,2650.7062138141137
2025-01-10 09:00:00,1133.8354097747156,782.5487607072654,847.5351287940285,2763.9192992760095
2025-01-10 10:00:00,1103.03639117727,774.7609155739927,842.3639566117665,2720.1612633630293
2025-01-10 11:00:00,448.2359517086229,759.4245752796901,854.8078874309319,2062.468414419245
2025-01-10 12:00:00,693.4205813237379,778.4635157661386,841.6820079720029,2313.566105061879
2025-01-10 13:00:00,1444.6938381858563,784.4236449745681,855.9318923128944,3085.049375473319
2025-01-10 14:00:00,1489.1432552805063,771.1452318329395,845.5122086074826,3105.800695720928
2025-01-10 15:00:00,1456.2288811598037,790.6020878096723,854.8769593817708,3101.7079283512467
2025-01-10 16:00:00,442.59541564663783,790.4516175991686,850.5631472945411,2083.6101805403478
2025-01-10 17:00:00,127.3438294819039,852.0653199276113,979.3159406918994,1958.7250901014145
2025-01-10 18:00:00,114.60616973126533,1064.1206698809392,1171.9391556673004,2350.665995279505
2025-01-10 19:00:00,152.36770778138327,1174.826497520715,1296.399824126225,2623.5940294283237
2025-01-10 20:00:00,154.8450152634875,1198.0367245499106,1314.6527283213356,2667.5344681347337
2025-01-10 21:00:00,163.58087714112895,1158.1561279570649,1215.5719380336307,2537.3089431318244
2025-01-10 22:00:00,151.40839448443924,1082.3749276611409,1062.7015041403383,2296.4848262859186
2025-01-10 23:00:00,186.64137512715592,960.5258523169307,918.7065220707757,2065.8737495148625
2025-01-11 00:00:00,151.9125736514,911.762154176547,877.9204049858234,1941.5951328137703
2025-01-11 01:00:00,163.46071545439995,853.0833870993191,807.7615841854507,1824.3056867391697
2025-01-11 02:00:00,137.79804968843152,828.5943139762987,759.2791523543428,1725.6715160190731
2025-01-11 03:00:00,143.50298003235844,809.3855113370682,727.6360205429106,1680.5245119123374
2025-01-11 04:00:00,136.8478197936006,787.9763840305491,720.9176776288069,1645.7418814529565
2025-01-11 05:00:00,160.93740137571493,807.5757896451727,724.743871548271,1693.2570625691587
2025-01-11 06:00:00,247.93821999778908,836.816587360049,786.2642259618219,1871.01903331966
2025-01-11 07:00:00,1066.7117134407838,783.1465451939187,846.3342400975538,2696.1924987322564
2025-01-11 08:00:00,1064.7689997766201,761.5265852722509,845.7578857920948,2672.053470840966
2025-01-11 09:00:00,1082.3118634649072,785.5952832608444,849.4915034990242,2717.3986502247762
2025-01-11 10:00:00,1107.5963710427936,780.2454073583217,838.7624579702328,2726.604236371348
2025-01-11 11:00:00,441.353179834034,780.334890214493,831.4264183421008,2053.114488390628
2025-01-11 12:00:00,669.0246796026255,772.4644198197284,847.8347506813604,2289.323850103714
2025-01-11 13:00:00,1492.5433646697163,776.9212229309419,838.2079549768387,3107.6725425774966
2025-01-11 14:00:00,1488.7451574827699,780.629217927555,866.4476113187337,3135.8219867290586
2025-01-11 15:00:00,1503.5077186886738,781.274509686234,857.2342919661568,3142.0165203410647
2025-01-11 16:00:00,446.50079497287203,771.6005137799898,862.4814929603634,2080.5828017132253
2025-01-11 17:00:00,157.35173144654706,864.3249956580149,981.1367490020069,2002.813476106569
2025-01-11 18:00:00,129.31224967809246,1067.690625829845,1176.2119316927267,2373.214807200664
2025-01-11 19:00:00,129.28821957757904,1211.6467143200264,1311.536679318483,2652.4716132160884
2025-01-11 20:00:00,137.6873134148847,1204.4183895012065,1302.738452353475,2644.8441552695663
2025-01-11 21:00:00,131.20948897693904,1159.9397933318548,1182.4792688074297,2473.628551116223
2025-01-11 22:00:00,110.2904796011175,1072.0504970366003,1061.2630030991104,2243.6039797368285
2025-01-11 23:00:00,138.2817321678746,970.4247588774751,915.7181171564113,2024.4246082017612
2025-01-12 00:00:00,148.2324931018447,930.2789144589101,882.2593150040036,1960.7707225647584
2025-01-12 01:00:00,165.2155473450334,859.5687583380837,807.304211056367,1832.088516739484
2025-01-12 02:00:00,137.2094679224365,841.3138145288725,754.8851990986153,1733.4084815499243
2025-01-12 03:00:00,140.6353724128689,814.815676985464,734.7764834203495,1690.2275328186824
2025-01-12 04:00:00,138.6274476523256,802.1687794378826,725.8862996409752,1666.6825267311833
2025-01-12 05:00:00,158.15647434915928,814.8009074072592,726.4151477718497,1699.3725295282682
2025-01-12 06:00:00,242.29281311788677,849.9782072263962,802.2358181445956,1894.5068384888787
2025-01-12 07:00:00,1156.2120957802476,801.6257747383111,860.4205241429183,2818.258394661477
2025-01-12 08:00:00,1233.5842544456082,778.427263987621,851.8331841787208,2863.84470261195
2025-01-12 09:00:00,1103.222275003403,783.7263016541291,849.8851150373187,2736.833691694851
2025-01-12 10:00:00,1145.6742156887801,778.7739700542705,830.1289585061384,2754.5771442491887
2025-01-12 11:00:00,424.3932879770516,769.9334061891261,843.591677074793,2037.9183712409708
2025-01-12 12:00:00,795.9268981148375,779.8301612981847,845.1860544837125,2420.9431138967348
2025-01-12 13:00:00,1470.4906734656388,784.769060306868,841.8908818937326,3097.1506156662394
2025-01-12 14:00:00,1359.1999391424495,783.4684128619822,848.9112645470357,2991.5796165514676
2025-01-12 15:00:00,1505.4772213159229,776.5665175697727,868.2078065370721,3150.2515454227673
2025-01-12 16:00:00,443.7626232482153,773.4547822527473,855.1406994461861,2072.3581049471486
2025-01-12 17:00:00,130.39911098412145,873.7026625485447,971.71433892385,1975.8161124565163
2025-01-12 18:00:00,156.44026837720972,1064.8021241679824,1167.1901720660178,2388.43256461121
2025-01-12 19:00:00,182.82306867446079,1216.5904498406567,1317.4202848317004,2716.833803346818
2025-01-12 20:00:00,116.27436576758936,1188.1989541518358,1293.0141169157018,2597.487436835127
2025-01-12 21:00:00,162.50342127363268,1183.6046985390776,1221.421154014954,2567.5292738276644
2025-01-12 22:00:00,125.38533379958741,1056.3611882859698,1054.660844010012,2236.407366095569
2025-01-12 23:00:00,187.14948535097275,973.6284182699178,937.2468015024238,2098.0247051233146
2025-01-13 00:00:00,145,897,878,1920
2025-01-13 01:00:00,126,851,818,1795
2025-01-13 02:00:00,149,807,779,1735
2025-01-13 03:00:00,133,803,749,1685
2025-01-13 04:00:00,127,790,740,1657
2025-01-13 05:00:00,128,785,742,1655
2025-01-13 06:00:00,138,797,821,1756
2025-01-13 07:00:00,115,785,815,1715
2025-01-13 08:00:00,108,761,854,1723
2025-01-13 09:00:00,192,776,889,1857
2025-01-13 10:00:00,170,812,935,1917
2025-01-13 11:00:00,165,835,943,1943
2025-01-13 12:00:00,140,890,988,2018
2025-01-13 13:00:00,135,885,1016,2036
2025-01-13 14:00:00,142,885,1015,2042
2025-01-13 15:00:00,153,901,1018,2072
2025-01-13 16:00:00,180,883,1040,2103
2025-01-13 17:00:00,148,922,1039,2109
2025-01-13 18:00:00,164,1103,1256,2523
2025-01-13 19:00:00,185,1219,1353,2757
2025-01-13 20:00:00,142,1183,1287,2612
2025-01-13 21:00:00,158,1183,1287,2628
2025-01-13 22:00:00,144,1084,1139,2367
2025-01-13 23:00:00,139,974,991,2104
2025-01-14 00:00:00,145.34266358571634,895.2589002860758,897.3588964283023,1937.9604603000944
2025-01-14 01:00:00,126.04766511954571,836.1352779803613,814.3019096330205,1776.4848527329275
2025-01-14 02:00:00,149.0939779255915,805.7816151899499,777.3684938694051,1732.2440869849465
2025-01-14 03:00:00,133.41601199146197,803.1439232228781,746.7928141610357,1683.3527493753759
2025-01-14 04:00:00,126.98290412401454,788.4332680228123,746.708042011713,1662.1242141585399
2025-01-14 05:00:00,126.99683327601845,785.978472367467,749.4144683373021,1662.3897739807876
2025-01-14 06:00:00,136.69945338107817,791.7099051304474,823.5893051671436,1751.9986636786693
2025-01-14 07:00:00,114.58743047579911,875.6314768126939,922.755989339035,1912.9748966275279
2025-01-14 08:00:00,107.55831435687821,865.8447896653444,923.1619272839102,1896.5650313061328
2025-01-14 09:00:00,192.20099624578793,834.1779609380382,919.9952103777186,1946.3741675615447
2025-01-14 10:00:00,169.88897221564372,848.4678998656132,891.6710276491485,1910.0278997304054
2025-01-14 11:00:00,165.40671279394363,933.3940667930201,971.405589929792,2070.206369516756
2025-01-14 12:00:00,139.84406375064844,981.7955155973387,959.3388295897715,2080.9784089377586
2025-01-14 13:00:00,135.37926391385338,947.0111754274733,963.5302644724202,2045.920703813747
2025-01-14 14:00:00,142.24002213474546,919.9755347011876,992.1043661441391,2054.319922980072
2025-01-14 15:00:00,153.84446277098087,971.1546273817761,967.776604720772,2092.7756948735287
2025-01-14 16:00:00,179.18973039523902,965.2807445716892,997.2910004284155,2141.7614753953435
2025-01-14 17:00:00,146.59324983545542,944.9099230284876,1037.3308332326933,2128.8340060966366
2025-01-14 18:00:00,163.49089944778362,936.8956544175022,996.0976604393503,2096.484214304636
2025-01-14 19:00:00,185.67385645477796,1211.3463739874176,1314.6090566745488,2711.6292871167443
2025-01-14 20:00:00,141.53250744714953,1181.9012968053703,1303.2232686699517,2626.6570729224713
2025-01-14 21:00:00,157.62156269318186,1164.2107370588565,1282.652536438507,2604.484836190545
2025-01-14 22:00:00,143.0718302150685,1113.3532930896338,1130.4674050990836,2386.892528403786
2025-01-14 23:00:00,138.3229312833806,972.9185206978303,986.971318913099,2098.21277089431
2025-01-15 00:00:00,150,925,882,1957
2025-01-15 01:00:00,164,864,806,1834
2025-01-15 02:00:00,138,839,758,1735
2025-01-15 03:00:00,142,818,728,1688
2025-01-15 04:00:00,137,797,722,1656
2025-01-15 05:00:00,161,815,725,1701
2025-01-15 06:00:00,252,839,786,1877
2025-01-15 07:00:00,1055,737,765,2557
2025-01-15 08:00:00,1145,715,778,2638
2025-01-15 09:00:00,1225,729,840,2794
2025-01-15 10:00:00,1244,771,880,2895
2025-01-15 11:00:00,408,811,900,2119
2025-01-15 12:00:00,650,814,908,2372
2025-01-15 13:00:00,1320,826,920,3066
2025-01-15 14:00:00,1343,851,933,3127
2025-01-15 15:00:00,1249,892,967,3108
2025-01-15 16:00:00,295,872,962,2129
2025-01-15 17:00:00,236,858,974,2068
2025-01-15 18:00:00,225,1055,1180,2460
2025-01-15 19:00:00,210,1200,1305,2715
2025-01-15 20:00:00,225,1196,1296,2717
2025-01-15 21:00:00,218,1167,1199,2584
2025-01-15 22:00:00,211,1072,1053,2336
2025-01-15 23:00:00,170,969,924,2063
2025-01-16 00:00:00,148.01195119237815,925.9799114550973,879.4011157675645,1953.39297841504
2025-01-16 01:00:00,164.03041894268856,853.3035285631341,804.4934142745111,1821.8273617803338
2025-01-16 02:00:00,139.04128578828815,833.7986539009188,752.3207059564771,1725.160645645684
